sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
181458,https://sofifa.com/player/181458/ivan-perisic/20/159586,I. Perišić,Ivan Perišić,30,2/2/1989,186,80,Croatia,FC Bayern München,84,84,29500000,135000,LM,Right,3,5,4,Medium/Medium,Lean,Yes,,,SUB,14,Inter,,2020,,,84,80,78,82,62,77,,,,,,,"Selfish, Early Crosser",83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,6,7,10,9,6,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,80+3,80+3,80+3,81+3,77+3,77+3,77+3,81+3,74+3,71+3,71+3,71+3,74+3,72+3,67+3,67+3,67+3,72+3
181783,https://sofifa.com/player/181783/mario-mandzukic/20/159586,M. Mandžukić,Mario Mandžukić,33,5/21/1986,190,85,Croatia,Juventus,84,84,19500000,160000,"ST, LW",Right,3,3,3,High/High,Lean,Yes,32200000,"#Aerial Threat, #Strength",ST,17,,7/1/2015,2021,,,68,80,71,75,65,86,,,,,,,"Injury Prone, Selfish, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only), Skilled Dribbling",72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,10,8,5,8,15,82+3,82+3,82+3,76+3,79+3,79+3,79+3,76+3,76+3,76+3,76+3,76+3,75+3,75+3,75+3,76+3,71+3,72+3,72+3,72+3,71+3,70+3,72+3,72+3,72+3,70+3
181872,https://sofifa.com/player/181872/arturo-vidal/20/159586,A. Vidal,Arturo Vidal,32,5/22/1987,180,75,Chile,FC Barcelona,84,84,23500000,205000,"CM, CDM",Right,4,4,3,High/High,Normal,Yes,48200000,"#Engine, #Tackling ",SUB,22,,8/6/2018,2021,LCM,8,67,79,80,78,85,86,,,,,,,"Injury Prone, Long Passer (CPU AI Only), Skilled Dribbling",76,75,82,82,78,76,76,68,81,83,68,67,73,86,75,84,85,86,83,82,93,85,83,82,81,83,82,87,88,4,2,4,2,4,79+3,79+3,79+3,78+3,79+3,79+3,79+3,78+3,79+3,79+3,79+3,78+3,82+3,82+3,82+3,78+3,81+3,84+3,84+3,84+3,81+3,82+3,84+3,84+3,84+3,82+3
183907,https://sofifa.com/player/183907/jerome-boateng/20/159586,J. Boateng,Jérôme Boateng,30,9/3/1988,192,90,Germany,FC Bayern München,84,84,25000000,125000,CB,Right,4,4,2,Medium/Medium,Stocky,Yes,41300000,"#Tackling , #Strength",SUB,17,,7/14/2011,2021,,,66,50,72,65,84,82,,,,,,,"Inflexible, Power Free-Kick, Leadership",69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,7,12,15,6,5,63+3,63+3,63+3,63+3,63+3,63+3,63+3,63+3,66+3,66+3,66+3,66+3,72+3,72+3,72+3,66+3,75+3,79+3,79+3,79+3,75+3,77+3,82+3,82+3,82+3,77+3
184432,https://sofifa.com/player/184432/cesar-azpilicueta-tanco/20/159586,Azpilicueta,César Azpilicueta Tanco,29,8/28/1989,178,76,Spain,Chelsea,84,84,25500000,145000,"RB, CB",Right,3,3,2,Medium/Medium,Normal,Yes,48500000,"#Tackling , #Tactician ",RB,28,,8/24/2012,2022,SUB,14,70,55,77,73,85,76,,,,,,,"Inflexible, Diver, Dives Into Tackles (CPU AI Only), Leadership, Giant Throw-in",81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5,66+3,66+3,66+3,70+3,69+3,69+3,69+3,70+3,71+3,71+3,71+3,73+3,76+3,76+3,76+3,73+3,81+3,82+3,82+3,82+3,81+3,81+3,81+3,81+3,81+3,81+3
185020,https://sofifa.com/player/185020/jose-maria-callejon-bueno/20/159586,José Callejón,José María Callejón Bueno,32,2/11/1987,178,73,Spain,Napoli,84,84,24000000,96000,"RM, RW",Right,3,3,3,High/High,Lean,Yes,40800000,#Engine,RM,7,,7/11/2013,2020,,,89,78,75,83,47,64,,,,,,,"Diver, Early Crosser",82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,79+3,79+3,79+3,83+3,82+3,82+3,82+3,83+3,81+3,81+3,81+3,81+3,73+3,73+3,73+3,81+3,67+3,60+3,60+3,60+3,67+3,63+3,53+3,53+3,53+3,63+3
186942,https://sofifa.com/player/186942/ilkay-gundogan/20/159586,I. Gündoğan,İlkay Gündoğan,28,10/24/1990,180,80,Germany,Manchester City,84,84,31000000,180000,"CM, CDM",Right,3,4,4,High/Medium,Normal,Yes,57400000,#Playmaker  ,SUB,8,,7/1/2016,2023,LCM,21,66,74,84,84,72,71,,,,,,,"Power Free-Kick, Selfish, Finesse Shot, Crowd Favourite",78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,11,14,5,5,13,74+3,74+3,74+3,79+3,79+3,79+3,79+3,79+3,82+3,82+3,82+3,80+3,83+3,83+3,83+3,80+3,76+3,79+3,79+3,79+3,76+3,74+3,72+3,72+3,72+3,74+3
187961,https://sofifa.com/player/187961/jose-paulo-bezerra-m-junior/20/159586,Paulinho,José Paulo Bezzera Maciel Júnior,30,7/25/1988,183,80,Brazil,Guangzhou Evergrande Taobao FC,84,84,29000000,43000,"CM, CAM, CDM",Right,3,3,4,High/High,Lean,Yes,46400000,#Engine,LCM,8,,1/15/2019,2023,,,72,81,77,80,78,85,,,,,,,"Long Throw-in, Injury Prone, Beat Offside Trap, Argues with Officials",64,81,85,83,75,80,66,72,80,84,74,71,70,82,72,83,92,92,82,80,81,80,84,79,71,81,75,79,75,16,16,11,6,8,81+3,81+3,81+3,78+3,81+3,81+3,81+3,78+3,80+3,80+3,80+3,79+3,82+3,82+3,82+3,79+3,78+3,80+3,80+3,80+3,78+3,78+3,79+3,79+3,79+3,78+3
188377,https://sofifa.com/player/188377/kyle-walker/20/159586,K. Walker,Kyle Walker,29,5/28/1990,183,70,England,Manchester City,84,84,25500000,165000,RB,Right,3,2,2,High/High,Normal,Yes,47200000,"#Speedster, #Engine",RB,2,,7/14/2017,2024,RB,2,91,63,76,77,81,81,,,,,,,"Inflexible, Early Crosser",81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,12,6,16,15,8,73+3,73+3,73+3,75+3,74+3,74+3,74+3,75+3,74+3,74+3,74+3,77+3,76+3,76+3,76+3,77+3,82+3,79+3,79+3,79+3,82+3,82+3,80+3,80+3,80+3,82+3
190286,https://sofifa.com/player/190286/sergio-canales-madrazo/20/159586,Canales,Sergio Canales Madrazo,28,2/16/1991,176,65,Spain,Real Betis,84,84,31500000,44000,"CAM, CM, CF",Left,2,3,4,High/Medium,Lean,Yes,66200000,,RCM,10,,7/3/2018,2022,SUB,11,78,79,83,81,51,66,,,,,,,"Power Free-Kick, Selfish, Argues with Officials",79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,15,12,16,13,12,76+2,76+2,76+2,81+2,81+2,81+2,81+2,81+2,82+2,82+2,82+2,81+2,79+2,79+2,79+2,81+2,68+2,67+2,67+2,67+2,68+2,64+2,56+2,56+2,56+2,64+2
190483,https://sofifa.com/player/190483/douglas-costa-de-souza/20/159586,Douglas Costa,Douglas Costa de Souza,28,9/14/1990,172,70,Brazil,Juventus,84,84,31500000,155000,"LM, RW, LW",Left,3,3,5,High/Medium,Normal,Yes,52000000,"#Speedster, #Dribbler, #Acrobat",SUB,11,,7/1/2018,2022,,,94,73,79,91,43,61,,,,,,,"Selfish, Argues with Officials, Early Crosser",82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5,76+3,76+3,76+3,83+3,82+3,82+3,82+3,83+3,82+3,82+3,82+3,82+3,76+3,76+3,76+3,82+3,67+3,62+3,62+3,62+3,67+3,63+3,52+3,52+3,52+3,63+3
197965,https://sofifa.com/player/197965/luis-miguel-afonso-fernandes/20/159586,Pizzi,Luís Miguel Afonso Fernandes,29,10/6/1989,177,72,Portugal,SL Benfica,84,84,30500000,26000,"RM, CM",Right,3,4,3,High/Medium,Normal,No,61000000,#Playmaker  ,RM,21,,7/30/2013,2023,SUB,21,77,77,84,81,63,68,,,,,,,"Diver, Finesse Shot, Crowd Favourite",81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,15,14,9,9,15,75+3,75+3,75+3,81+3,80+3,80+3,80+3,81+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,75+3,75+3,75+3,75+3,75+3,71+3,65+3,65+3,65+3,71+3
199434,https://sofifa.com/player/199434/dusan-tadic/20/159586,D. Tadić,Dušan Tadić,30,11/20/1988,181,76,Serbia,Ajax,84,84,29500000,36000,"CAM, LW, ST",Left,3,3,4,Medium/Medium,Normal,Yes,41300000,,ST,10,,7/3/2018,2023,,,68,80,84,85,41,71,,,,,,,"Diver, Avoids Using Weaker Foot, Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,11,11,14,9,16,79+3,79+3,79+3,82+3,82+3,82+3,82+3,82+3,83+3,83+3,83+3,82+3,79+3,79+3,79+3,82+3,64+3,63+3,63+3,63+3,64+3,59+3,52+3,52+3,52+3,59+3
200647,https://sofifa.com/player/200647/josip-ilicic/20/159586,J. Iličić,Josip Iličić,31,1/29/1988,190,79,Slovenia,Atalanta,84,84,28000000,92000,"CF, ST",Left,3,4,4,Medium/Medium,Lean,No,47600000,#Distance Shooter,RS,72,,7/5/2017,2021,RM,7,70,84,84,85,43,67,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,13,13,8,12,6,80+3,80+3,80+3,82+3,83+3,83+3,83+3,82+3,84+3,84+3,84+3,82+3,78+3,78+3,78+3,82+3,64+3,63+3,63+3,63+3,64+3,59+3,52+3,52+3,52+3,59+3
204485,https://sofifa.com/player/204485/riyad-mahrez/20/159586,R. Mahrez,Riyad Mahrez,28,2/21/1991,179,67,Algeria,Manchester City,84,84,31500000,195000,"RW, RM",Left,3,4,5,Medium/Medium,Lean,Yes,58300000,"#Dribbler, #Acrobat",SUB,26,,7/10/2018,2023,,,84,78,79,89,38,59,,,,,,,"Injury Free, Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,15,9,13,11,6,76+3,76+3,76+3,83+3,81+3,81+3,81+3,83+3,82+3,82+3,82+3,82+3,76+3,76+3,76+3,82+3,63+3,59+3,59+3,59+3,63+3,58+3,47+3,47+3,47+3,58+3
205678,https://sofifa.com/player/205678/edin-visca/20/159586,E. Višća,Edin Višća,29,2/17/1990,172,63,Bosnia Herzegovina,Medipol Başakşehir FK,84,84,30500000,67000,"RM, RW",Right,2,4,4,High/Medium,Lean,No,58000000,#Acrobat,RM,7,,8/16/2011,2021,,,88,79,79,83,47,64,,,,,,,"Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Giant Throw-in",82,80,45,83,74,81,74,60,71,84,90,87,93,80,89,80,69,90,58,77,47,52,83,79,75,82,55,40,40,8,14,14,12,16,76+2,76+2,76+2,82+2,81+2,81+2,81+2,82+2,81+2,81+2,81+2,82+2,77+2,77+2,77+2,82+2,70+2,64+2,64+2,64+2,70+2,65+2,54+2,54+2,54+2,65+2
207863,https://sofifa.com/player/207863/felipe-augusto-de-almeida-monteiro/20/159586,Felipe,Felipe Augusto de Almeida Monteiro,30,5/16/1989,190,83,Brazil,Atlético Madrid,84,84,25000000,74000,CB,Right,3,3,2,Medium/High,Normal,No,51300000,#Strength,LCB,18,,7/1/2019,2022,,,64,41,57,60,84,87,,,,,,,"Diver, Long Passer (CPU AI Only)",45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7,56+3,56+3,56+3,55+3,55+3,55+3,55+3,55+3,57+3,57+3,57+3,58+3,64+3,64+3,64+3,58+3,72+3,76+3,76+3,76+3,72+3,74+3,82+3,82+3,82+3,74+3
226271,https://sofifa.com/player/226271/fabian-ruiz-pena/20/159586,Fabián,Fabián Ruiz Peña,23,4/3/1996,189,70,Spain,Napoli,83,90,36000000,76000,"CM, CDM, CAM",Left,1,4,4,Medium/Medium,Lean,Yes,68400000,,LCM,8,,7/5/2018,2023,,,65,78,78,83,74,69,,,,,,,Argues with Officials,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,16,11,7,13,13,77+2,77+2,77+2,79+2,80+2,80+2,80+2,79+2,81+2,81+2,81+2,79+2,81+2,81+2,81+2,79+2,76+2,77+2,77+2,77+2,76+2,74+2,73+2,73+2,73+2,74+2
210413,https://sofifa.com/player/210413/alessio-romagnoli/20/159586,A. Romagnoli,Alessio Romagnoli,24,1/12/1995,188,78,Italy,Milan,83,89,32000000,46000,CB,Left,2,3,2,Medium/High,Normal,No,60800000,,LCB,13,,8/11/2015,2022,SUB,13,63,40,55,66,85,79,,,,,,,Leadership,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,58+2,58+2,58+2,58+2,65+2,65+2,65+2,58+2,71+2,77+2,77+2,77+2,71+2,74+2,81+2,81+2,81+2,74+2
226226,https://sofifa.com/player/226226/giovani-lo-celso/20/159586,G. Lo Celso,Giovani Lo Celso,23,4/9/1996,177,68,Argentina,Tottenham Hotspur,83,89,35000000,105000,"CM, CAM, CF",Left,1,3,4,High/Medium,Normal,Yes,,,SUB,18,Real Betis,,2020,RCM,20,77,78,82,85,65,72,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Early Crosser, Finesse Shot, Crowd Favourite",78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,10,7,10,15,14,77+2,77+2,77+2,81+2,81+2,81+2,81+2,81+2,82+2,82+2,82+2,81+2,81+2,81+2,81+2,81+2,75+2,75+2,75+2,75+2,75+2,72+2,68+2,68+2,68+2,72+2
231281,https://sofifa.com/player/231281/trent-alexander-arnold/20/159586,T. Alexander-Arnold,Trent Alexander-Arnold,20,10/7/1998,180,69,England,Liverpool,83,89,32000000,78000,RB,Right,1,4,3,High/Medium,Lean,Yes,65600000,#Crosser,RB,66,,10/7/2015,2024,SUB,14,80,62,82,78,78,70,,,,,,,"Dives Into Tackles (CPU AI Only), Leadership, Argues with Officials",88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,14,15,14,6,7,71+2,71+2,71+2,76+2,75+2,75+2,75+2,76+2,76+2,76+2,76+2,78+2,79+2,79+2,79+2,78+2,81+2,79+2,79+2,79+2,81+2,80+2,76+2,76+2,76+2,80+2
232432,https://sofifa.com/player/232432/luka-jovic/20/159586,L. Jović,Luka Jović,21,12/23/1997,182,85,Serbia,Real Madrid,83,89,36500000,155000,ST,Right,1,5,3,Medium/Medium,Stocky,Yes,82100000,#Poacher,SUB,18,,7/1/2019,2024,,,77,82,68,81,29,74,,,,,,,"Speed Dribbler (CPU AI Only), Outside Foot Shot",67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,8,7,12,9,13,81+2,81+2,81+2,78+2,80+2,80+2,80+2,78+2,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,55+2,53+2,53+2,53+2,55+2,51+2,47+2,47+2,47+2,51+2
205175,https://sofifa.com/player/205175/arkadiusz-milik/20/159586,A. Milik,Arkadiusz Milik,25,2/28/1994,186,78,Poland,Napoli,83,88,35000000,91000,ST,Left,3,3,4,Medium/Medium,Lean,Yes,62100000,"#Poacher, #Clinical Finisher",RS,99,,8/2/2016,2021,SUB,7,69,85,64,76,39,74,,,,,,,"Power Free-Kick, Speed Dribbler (CPU AI Only)",58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6,80+3,80+3,80+3,74+3,77+3,77+3,77+3,74+3,73+3,73+3,73+3,72+3,67+3,67+3,67+3,72+3,56+3,55+3,55+3,55+3,56+3,54+3,52+3,52+3,52+3,54+3
211300,https://sofifa.com/player/211300/anthony-martial/20/159586,A. Martial,Anthony Martial,23,12/5/1995,184,76,France,Manchester United,83,88,34500000,140000,"LW, ST, LM",Right,3,3,4,Medium/Low,Normal,Yes,68100000,#Dribbler,ST,9,,9/1/2015,2024,SUB,19,89,81,72,86,41,71,,,,,,,"Beat Offside Trap, Selfish, Early Crosser, Crowd Favourite",72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,80+3,80+3,80+3,80+3,73+3,73+3,73+3,80+3,64+3,59+3,59+3,59+3,64+3,60+3,54+3,54+3,54+3,60+3
212523,https://sofifa.com/player/212523/anderson-souza-conceicao/20/159586,Anderson Talisca,Anderson Souza Conceição,25,2/1/1994,190,80,Brazil,Guangzhou Evergrande Taobao FC,83,88,34500000,38000,"CAM, RW",Left,2,4,4,High/Low,Normal,No,57800000,#FK Specialist,RW,9,,1/1/2019,2022,,,77,82,80,81,57,72,,,,,,,"Beat Offside Trap, Leadership, Argues with Officials, Finesse Shot",75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,13,11,13,12,10,80+2,80+2,80+2,80+2,81+2,81+2,81+2,80+2,81+2,81+2,81+2,80+2,79+2,79+2,79+2,80+2,68+2,69+2,69+2,69+2,68+2,66+2,63+2,63+2,63+2,66+2
213331,https://sofifa.com/player/213331/jonathan-tah/20/159586,J. Tah,Jonathan Tah,23,2/11/1996,195,97,Germany,Bayer 04 Leverkusen,83,88,31000000,67000,CB,Right,2,4,2,Medium/Medium,Stocky,Yes,55000000,"#Aerial Threat, #Strength",RCB,4,,7/16/2015,2023,SUB,5,71,27,59,57,83,81,,,,,,,,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,70+2,76+2,76+2,76+2,70+2,73+2,81+2,81+2,81+2,73+2
219683,https://sofifa.com/player/219683/corentin-tolisso/20/159586,C. Tolisso,Corentin Tolisso,24,8/3/1994,181,81,France,FC Bayern München,83,88,34000000,110000,"CM, CDM",Right,2,3,3,High/Medium,Normal,Yes,58700000,,RCM,24,,7/1/2017,2022,SUB,12,69,77,79,78,76,79,,,,,,,"Leadership, Argues with Officials, Long Passer (CPU AI Only)",67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14,78+2,78+2,78+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,81+2,81+2,81+2,77+2,76+2,80+2,80+2,80+2,76+2,76+2,77+2,77+2,77+2,76+2
221087,https://sofifa.com/player/221087/pau-lopez-sabata/20/159586,Pau López,Pau López Sabata,24,12/13/1994,189,77,Spain,Roma,83,88,26000000,38000,GK,Left,1,3,1,Medium/Medium,Lean,Yes,46200000,,GK,12,,7/10/2019,2024,SUB,23,,,,,,,82,83,79,84,49,82,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,82,83,79,82,84,,,,,,,,,,,,,,,,,,,,,,,,,,
224411,https://sofifa.com/player/224411/goncalo-manuel-ganchinho-guedes/20/159586,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,22,11/29/1996,179,68,Portugal,Valencia CF,83,88,34500000,46000,"LM, ST",Right,2,4,4,High/Medium,Normal,Yes,75000000,"#Speedster, #Dribbler",LM,7,,8/29/2018,2024,SUB,17,90,79,76,84,36,70,,,,,,,"Selfish, Argues with Officials, Early Crosser, Crowd Favourite",78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9,78+2,78+2,78+2,81+2,81+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,63+2,60+2,60+2,60+2,63+2,59+2,51+2,51+2,51+2,59+2
226110,https://sofifa.com/player/226110/nicolas-pepe/20/159586,N. Pépé,Nicolas Pépé,24,5/29/1995,183,73,Ivory Coast,Arsenal,83,88,34500000,97000,"RM, RW, ST",Left,1,3,4,High/Low,Lean,No,68100000,"#Speedster, #Dribbler, #Acrobat",RM,19,,8/1/2019,2024,SUB,19,91,81,75,85,33,67,,,,,,,"Injury Free, Beat Offside Trap, Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8,79+2,79+2,79+2,82+2,81+2,81+2,81+2,82+2,81+2,81+2,81+2,81+2,73+2,73+2,73+2,81+2,61+2,55+2,55+2,55+2,61+2,57+2,46+2,46+2,46+2,57+2
229237,https://sofifa.com/player/229237/manuel-akanji/20/159586,M. Akanji,Manuel Obafemi Akanji,23,7/19/1995,187,91,Switzerland,Borussia Dortmund,83,88,31000000,77000,CB,Right,2,3,2,Medium/High,Normal,No,53500000,,RCB,16,,1/15/2018,2022,CB,5,78,45,68,72,83,80,,,,,,,,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,76+2,79+2,79+2,79+2,76+2,77+2,81+2,81+2,81+2,77+2
231677,https://sofifa.com/player/231677/marcus-rashford/20/159586,M. Rashford,Marcus Rashford,21,10/31/1997,186,70,England,Manchester United,83,88,35500000,125000,"ST, LM",Right,2,3,5,High/High,Lean,Yes,70100000,"#Speedster, #Engine, #Acrobat",LM,10,,7/1/2014,2023,SUB,11,92,82,73,84,45,77,,,,,,,"Long Throw-in, Selfish, Argues with Officials, Early Crosser, Giant Throw-in, Crowd Favourite",74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14,81+2,81+2,81+2,82+2,82+2,82+2,82+2,82+2,80+2,80+2,80+2,81+2,73+2,73+2,73+2,81+2,65+2,62+2,62+2,62+2,65+2,62+2,57+2,57+2,57+2,62+2
203574,https://sofifa.com/player/203574/john-stones/20/159586,J. Stones,John Stones,25,5/28/1994,188,70,England,Manchester City,83,87,30000000,140000,CB,Right,2,4,3,High/Medium,Lean,Yes,57800000,,RCB,5,,8/9/2016,2022,RCB,5,68,36,70,72,84,77,,,,,,,Inflexible,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8,59+2,59+2,59+2,64+2,63+2,63+2,63+2,64+2,67+2,67+2,67+2,68+2,72+2,72+2,72+2,68+2,77+2,80+2,80+2,80+2,77+2,78+2,81+2,81+2,81+2,78+2
210008,https://sofifa.com/player/210008/adrien-rabiot/20/159586,A. Rabiot,Adrien Rabiot,24,4/3/1995,192,80,France,Juventus,83,87,33000000,120000,"CM, CDM",Left,2,3,3,High/Medium,Lean,Yes,56900000,,LCM,25,,7/1/2019,2023,,,73,74,79,80,77,80,,,,,,,,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,78+2,81+2,81+2,81+2,78+2,77+2,80+2,80+2,80+2,77+2,77+2,78+2,78+2,78+2,77+2
210035,https://sofifa.com/player/210035/alejandro-grimaldo-garcia/20/159586,Grimaldo,Alejandro Grimaldo García,23,9/20/1995,171,69,Spain,SL Benfica,83,87,29500000,18000,LB,Left,3,2,3,High/Medium,Normal,No,61200000,,LB,3,,1/4/2016,2021,,,85,63,79,84,77,71,,,,,,,Early Crosser,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,7,13,10,7,13,72+3,72+3,72+3,78+3,76+3,76+3,76+3,78+3,77+3,77+3,77+3,79+3,79+3,79+3,79+3,79+3,82+3,78+3,78+3,78+3,82+3,81+3,74+3,74+3,74+3,81+3
212188,https://sofifa.com/player/212188/timo-werner/20/159586,T. Werner,Timo Werner,23,3/6/1996,180,75,Germany,RB Leipzig,83,87,34500000,70000,ST,Right,3,4,3,High/Medium,Normal,Yes,61200000,#Speedster,LS,11,,7/1/2016,2020,SUB,9,92,81,67,83,35,69,,,,,,,Early Crosser,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9,82+3,82+3,82+3,81+3,81+3,81+3,81+3,81+3,78+3,78+3,78+3,79+3,70+3,70+3,70+3,79+3,61+3,55+3,55+3,55+3,61+3,57+3,49+3,49+3,49+3,57+3
213565,https://sofifa.com/player/213565/thomas-lemar/20/159586,T. Lemar,Thomas Lemar,23,11/12/1995,171,62,France,Atlético Madrid,83,87,34000000,64000,"LM, CAM, RM",Left,3,2,4,Medium/Medium,Lean,Yes,72300000,,LM,11,,7/1/2018,2023,,,83,76,82,85,59,67,,,,,,,"Beat Offside Trap, Crowd Favourite",83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14,76+3,76+3,76+3,82+3,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,79+3,79+3,79+3,82+3,74+3,71+3,71+3,71+3,74+3,71+3,64+3,64+3,64+3,71+3
